MANHATTAN,620 WEST 168TH STREET,R8,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,CHARLES CALCAGNI,0,187,PUB
MANHATTAN,620 WEST 168TH STREET,R8,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,CHARLES CALCAGNI,0,187,PUB
MANHATTAN,620 WEST 168TH STREET,R8,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,CHARLES CALCAGNI,0,187,PUB
MANHATTAN,620 WEST 168TH STREET,R8,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,CHARLES CALCAGNI,0,187,PUB
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,HOWARD HOLOWITZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,HOWARD HOLOWITZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,HOWARD HOLOWITZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,HOWARD HOLOWITZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,HOWARD HOLOWITZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,HOWARD HOLOWITZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,HOWARD HOLOWITZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,JONATHAN HERNANDEZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,JONATHAN HERNANDEZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,JONATHAN HERNANDEZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,JONATHAN HERNANDEZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,JONATHAN HERNANDEZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,JONATHAN HERNANDEZ,0,0
MANHATTAN,620 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,JONATHAN HERNANDEZ,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,63 FLUSHING AVENUE,T2,ROBERT SCHUBERT,NB,BNY TOWER ASSOCIATES LLC,GILBANE BUILDING COMPANY,MATTHEW JACKSON,0,0
BROOKLYN,1027 FLATBUSH AVENUE,C4-2,J2,RICHARD COTE,A2,NYCEDC,GILBANE BUILDING COMPANY,SHAWN FRANKE,0,70,F-1A
BROOKLYN,1027 FLATBUSH AVENUE,C4-2,J2,RICHARD COTE,A2,NYCEDC,GILBANE BUILDING COMPANY,SHAWN FRANKE,0,70,F-1A
MANHATTAN,855 AVENUE OF THE AMERICAS,C6-4X,R0,TONY TARAZI,A2,THE DURST ORGANIZATION,GILBANE BUILDING COMPANY,LUIGI RUSSO,0,554,E
MANHATTAN,855 AVENUE OF THE AMERICAS,C6-4X,R0,TONY TARAZI,A2,THE DURST ORGANIZATION,GILBANE BUILDING COMPANY,LUIGI RUSSO,0,554,E
MANHATTAN,855 AVENUE OF THE AMERICAS,C6-4X,R0,LOUIS ESPOSITO,NB,AVENUE OF THE AMERICAS DEVELOPME,GILBANE BUILDING COMPANY,LUIGI RUSSO,571378,479,R-2
MANHATTAN,855 AVENUE OF THE AMERICAS,C6-4X,R0,LOUIS ESPOSITO,NB,AVENUE OF THE AMERICAS DEVELOPME,GILBANE BUILDING COMPANY,LUIGI RUSSO,571378,479,R-2
MANHATTAN,855 AVENUE OF THE AMERICAS,C6-4X,R0,LOUIS ESPOSITO,NB,AVENUE OF THE AMERICAS DEVELOPME,GILBANE BUILDING COMPANY,LUIGI RUSSO,571378,479,R-2
MANHATTAN,855 AVENUE OF THE AMERICAS,C6-4X,R0,LOUIS ESPOSITO,NB,AVENUE OF THE AMERICAS DEVELOPME,GILBANE BUILDING COMPANY,LUIGI RUSSO,571378,479,R-2
MANHATTAN,622 WEST 168TH STREET,R8,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,356,PUB
MANHATTAN,622 WEST 168TH STREET,R8,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,356,PUB
MANHATTAN,622 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,622 WEST 168TH STREET,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
BROOKLYN,1027 FLATBUSH AVENUE,C4-2,J2,RICHARD COTE,A2,NYCEDC,GILBANE BUILDING COMPANY,ANDREW MALEK,0,91,F-1A
BROOKLYN,1027 FLATBUSH AVENUE,C4-2,J2,RICHARD COTE,A2,NYCEDC,GILBANE BUILDING COMPANY,ANDREW MALEK,0,91,F-1A
BROOKLYN,1027 FLATBUSH AVENUE,C4-2,J2,RICHARD COTE,A2,NYCEDC,GILBANE BUILDING COMPANY,ANDREW MALEK,0,91,F-1A
MANHATTAN,622 WEST 168 STREET,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,356,PUB
BROOKLYN,1027 FLATBUSH AVENUE,C4-2,J2,RICHARD COTE,A2,NYCEDC,GILBANE BUILDING COMPANY,IGOR BIENSTOCK,0,91,A-1
BROOKLYN,1027 FLATBUSH AVENUE,C4-2,J2,RICHARD COTE,A2,NYCEDC,GILBANE BUILDING COMPANY,IGOR BIENSTOCK,0,91,A-1
MANHATTAN,3959 BROADWAY,R8,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,CHARLES CALCAGNI,0,176,PUB
MANHATTAN,3959 BROADWAY,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,HOWARD HOLOWITZ,0,0
MANHATTAN,149 5TH AVENUE,C6-4M,STEVEN COLAVITO,A2,149 FIFTH AVENUE CORP,GILBANE BUILDING COMPANY,ALEXANDER HADJIYANE,0,185,COM
MANHATTAN,149 5TH AVENUE,C6-4M,STEVEN COLAVITO,A2,149 FIFTH AVENUE CORP,GILBANE BUILDING COMPANY,ALEXANDER HADJIYANE,0,185,COM
MANHATTAN,149 5TH AVENUE,STEVEN COLAVITO,A2,149 FIFTH AVENUE CORP,GILBANE BUILDING COMPANY,WILBERT LEONG,0,0
MANHATTAN,149 5TH AVENUE,STEVEN COLAVITO,A2,149 FIFTH AVENUE CORP,GILBANE BUILDING COMPANY,WILBERT LEONG,0,0
MANHATTAN,60 HUDSON STREET,C6-2A,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,PAUL DURAND,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,PAUL DURAND,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,PAUL DURAND,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,PAUL DURAND,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,PAUL DURAND,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,PAUL DURAND,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,PAUL DURAND,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,PAUL DURAND,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,PAUL DURAND,0,410,COM
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,ALLEN THOMPSON,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,ALLEN THOMPSON,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,ALLEN THOMPSON,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,ALLEN THOMPSON,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,ALLEN THOMPSON,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,ALLEN THOMPSON,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,ALLEN THOMPSON,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,ALLEN THOMPSON,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,ALLEN THOMPSON,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,CHARLES PISANO JR.,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,CHARLES PISANO JR.,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,CHARLES PISANO JR.,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,CHARLES PISANO JR.,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,CHARLES PISANO JR.,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,CHARLES PISANO JR.,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,CHARLES PISANO JR.,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,CHARLES PISANO JR.,0,0
MANHATTAN,60 HUDSON STREET,SHAUN MOONEY,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,CHARLES PISANO JR.,0,0
MANHATTAN,622 WEST 168TH STREET,R8,STEVEN WIGHTMAN,A2,NY PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,HOWARD HOLOWITZ,0,356,PUB
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,H-2
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,H-2
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,H-2
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,H-2
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,H-2
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,H-2
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,H-2
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,H-2
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,H-2
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A1,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,A
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,A
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,A
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,A
MANHATTAN,3985 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,183,A
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3985 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ROBERT OTANI,0,0
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,R8,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,160,PUB
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,UDO MARON,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ELI GOTTLIEB,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ELI GOTTLIEB,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ELI GOTTLIEB,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ELI GOTTLIEB,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ELI GOTTLIEB,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ELI GOTTLIEB,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ELI GOTTLIEB,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ELI GOTTLIEB,0,0
MANHATTAN,3959 BROADWAY,ANGELA RIOS,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,ELI GOTTLIEB,0,0
